version,musicId,chartType,level,skillRate,maxCombo,maxKeepCount,maxJustReflec,chartVersion
5,780,basic,2,4,69,-1,3,5
5,780,medium,5,16,168,-1,8,5
5,780,hard,8,36,274,-1,10,5
5,781,basic,4,10,143,-1,6,5
5,781,medium,7,27,265,-1,10,5
5,781,hard,10,57,631,-1,18,5
5,784,basic,4,11,143,-1,6,5
5,784,medium,6,21,326,-1,12,5
5,784,hard,9,47,476,-1,13,5
5,785,basic,1,3,61,-1,2,5
5,785,medium,4,14,158,-1,7,5
5,785,hard,7,25,297,-1,11,5
5,785,special,8,36,343,-1,13,5
5,786,basic,2,5,61,-1,2,5
5,786,medium,5,17,132,-1,6,5
5,786,hard,8,38,210,-1,8,5
5,786,special,9,50,340,-1,13,5
5,787,basic,2,4,57,-1,2,5
5,787,medium,6,22,226,-1,8,5
5,787,hard,9,48,352,-1,13,5
5,788,basic,3,9,105,-1,5,5
5,788,medium,6,21,206,-1,7,5
5,788,hard,8,37,322,-1,12,5
5,788,special,9,46,423,-1,12,5
5,789,basic,2,6,54,-1,2,5
5,789,medium,5,18,171,-1,8,5
5,789,hard,8,36,344,-1,13,5
5,789,special,9,51,395,-1,15,5
5,790,basic,4,12,123,-1,5,5
5,790,medium,6,23,203,-1,7,5
5,790,hard,9,45,337,-1,13,5
5,790,special,10,59,560,-1,16,5
5,791,basic,4,10,103,-1,4,5
5,791,medium,6,21,224,-1,8,5
5,791,hard,8,36,310,-1,12,5
5,791,special,9,50,378,-1,14,5
5,792,basic,3,9,101,-1,4,5
5,792,medium,5,19,212,-1,8,5
5,792,hard,8,36,280,-1,10,5
5,792,special,9,50,405,-1,11,5
5,793,basic,2,5,55,-1,2,5
5,793,medium,5,16,139,-1,6,5
5,793,hard,7,34,242,-1,9,5
5,793,special,10,57,408,-1,11,5
5,794,basic,5,18,122,-1,5,5
5,794,medium,7,30,273,-1,10,5
5,794,hard,10,56,614,-1,18,5
5,794,special,11,67,755,-1,22,5
5,795,basic,4,13,162,-1,7,5
5,795,medium,6,24,295,-1,11,5
5,795,hard,9,54,510,-1,14,5
5,795,special,11,71,723,-1,21,5
5,796,basic,3,8,86,-1,4,5
5,796,medium,6,20,164,-1,7,5
5,796,hard,8,35,301,-1,11,5
5,796,special,9,49,406,-1,11,5
5,797,basic,2,5,62,-1,2,5
5,797,medium,6,22,207,-1,8,5
5,797,hard,9,46,446,-1,12,5
5,797,special,10,63,602,-1,17,5
5,798,basic,5,16,259,-1,9,5
5,798,medium,7,34,417,-1,12,5
5,798,hard,10,60,717,-1,21,5
5,798,special,12,80,909,-1,25,5
5,799,basic,5,19,227,-1,8,5
5,799,medium,9,46,346,-1,13,5
5,799,hard,11,71,746,-1,21,5
5,799,special,12,81,854,-1,25,5
5,800,basic,5,18,235,-1,9,5
5,800,medium,8,40,400,-1,11,5
5,800,hard,10,57,628,-1,18,5
5,800,special,11,71,704,-1,20,5
5,801,basic,3,8,79,-1,3,5
5,801,medium,6,21,148,-1,7,5
5,801,hard,8,39,280,-1,11,5
5,801,special,9,49,419,-1,12,5
5,802,basic,4,14,209,-1,8,5
5,802,medium,7,27,316,-1,12,5
5,802,hard,10,56,587,-1,17,5
5,802,special,11,68,716,-1,20,5
5,804,basic,4,14,153,-1,7,5
5,804,medium,7,30,315,-1,12,5
5,804,hard,9,54,519,-1,15,5
5,804,special,11,66,667,-1,19,5
5,805,basic,5,17,246,-1,9,5
5,805,medium,8,40,444,-1,12,5
5,805,hard,12,81,856,-1,24,5
5,805,special,12,81,742,-1,21,5
5,806,basic,4,11,123,-1,5,5
5,806,medium,6,22,345,-1,13,5
5,806,hard,9,48,456,-1,13,5
5,806,special,10,61,678,-1,19,5
5,807,basic,4,13,121,-1,5,5
5,807,medium,7,33,263,-1,10,5
5,807,hard,10,58,519,-1,15,5
5,807,special,11,69,673,-1,19,5
5,808,basic,4,10,123,-1,5,5
5,808,medium,6,20,228,-1,8,5
5,808,hard,9,46,398,-1,15,5
5,808,special,10,56,622,-1,17,5
5,809,basic,5,19,226,-1,8,5
5,809,medium,8,39,384,-1,14,5
5,809,hard,10,60,638,-1,18,5
5,809,special,12,76,761,-1,22,5
5,810,basic,4,10,170,-1,7,5
5,810,medium,6,22,291,-1,11,5
5,810,hard,8,43,418,-1,12,5
5,810,special,10,56,628,-1,18,5
5,811,basic,5,16,196,-1,9,5
5,811,medium,7,33,300,-1,11,5
5,811,hard,10,55,609,-1,18,5
5,811,special,11,70,772,-1,22,5
5,812,basic,4,12,120,-1,5,5
5,812,medium,6,22,234,-1,8,5
5,812,hard,8,39,369,-1,14,5
5,812,special,9,53,507,-1,14,5
5,813,basic,3,8,102,-1,4,5
5,813,medium,6,20,168,-1,7,5
5,813,hard,7,26,255,-1,9,5
5,813,special,9,49,413,-1,11,5
5,814,basic,4,13,117,-1,5,5
5,814,medium,6,22,226,-1,8,5
5,814,hard,8,41,387,-1,14,5
5,814,special,10,61,664,-1,19,5
5,815,basic,5,16,227,-1,8,5
5,815,medium,8,36,341,-1,13,5
5,815,hard,9,53,505,-1,14,5
5,815,special,11,73,578,-1,16,5
5,816,basic,5,15,236,-1,8,5
5,816,medium,7,33,369,-1,14,5
5,816,hard,9,52,597,-1,17,5
5,816,special,11,71,787,-1,22,5
5,817,basic,3,9,84,-1,3,5
5,817,medium,6,21,242,-1,9,5
5,817,hard,8,36,353,-1,13,5
5,817,special,9,53,514,-1,14,5
5,818,basic,4,12,120,-1,5,5
5,818,medium,7,22,192,-1,9,5
5,818,hard,9,50,419,-1,11,5
5,818,special,11,68,617,-1,17,5
5,819,basic,5,15,184,-1,7,5
5,819,medium,7,34,305,-1,11,5
5,819,hard,9,46,507,-1,14,5
5,819,special,11,71,681,-1,19,5
5,820,basic,4,12,132,-1,6,5
5,820,medium,6,24,273,-1,10,5
5,820,hard,9,52,405,-1,11,5
5,820,special,11,66,539,-1,15,5
5,821,basic,4,12,143,-1,6,5
5,821,medium,6,23,316,-1,12,5
5,821,hard,9,47,570,-1,16,5
5,821,special,11,68,752,-1,22,5
5,822,basic,4,14,152,-1,7,5
5,822,medium,7,31,257,-1,9,5
5,822,hard,10,55,492,-1,14,5
5,822,special,11,70,644,-1,18,5
5,823,basic,3,8,86,-1,4,5
5,823,medium,6,20,190,-1,8,5
5,823,hard,8,41,359,-1,13,5
5,823,special,9,52,477,-1,13,5
5,824,basic,3,9,119,-1,5,5
5,824,medium,6,22,201,-1,7,5
5,824,hard,8,40,382,-1,14,5
5,824,special,10,61,598,-1,17,5
5,825,basic,3,8,120,-1,5,5
5,825,medium,7,25,246,-1,9,5
5,825,hard,9,51,402,-1,11,5
5,825,special,11,70,682,-1,19,5
5,826,basic,2,6,63,-1,2,5
5,826,medium,6,21,212,-1,8,5
5,826,hard,8,33,399,-1,15,5
5,826,special,9,50,496,-1,14,5
5,827,basic,3,9,79,-1,3,5
5,827,medium,6,21,173,-1,8,5
5,827,hard,9,46,377,-1,14,5
5,827,special,10,59,524,-1,15,5
5,828,basic,4,13,184,-1,8,5
5,828,medium,8,40,354,-1,13,5
5,828,hard,10,63,632,-1,18,5
5,828,special,12,81,802,-1,23,5
5,830,basic,2,6,71,-1,3,5
5,830,medium,5,18,180,-1,8,5
5,830,hard,8,40,386,-1,15,5
5,830,special,9,50,430,-1,12,5
5,831,basic,3,7,77,-1,3,5
5,831,medium,5,19,180,-1,8,5
5,831,hard,8,42,310,-1,11,5
5,831,special,9,51,356,-1,13,5
5,833,basic,3,9,97,-1,4,5
5,833,medium,6,21,204,-1,7,5
5,833,hard,9,51,342,-1,13,5
5,833,special,10,56,452,-1,13,5
5,834,basic,3,8,83,-1,3,5
5,834,medium,5,19,176,-1,8,5
5,834,hard,9,53,366,-1,14,5
5,834,special,11,69,496,-1,14,5
5,835,basic,3,9,127,-1,5,5
5,835,medium,5,18,212,-1,8,5
5,835,hard,8,41,389,-1,15,5
5,835,special,9,52,444,-1,12,5
5,836,basic,4,13,172,-1,8,5
5,836,medium,7,28,330,-1,12,5
5,836,hard,9,52,523,-1,15,5
5,836,special,10,63,713,-1,21,5
5,837,basic,4,12,128,-1,5,5
5,837,medium,6,21,237,-1,9,5
5,837,hard,9,50,419,-1,12,5
5,837,special,10,59,534,-1,15,5
5,838,basic,3,9,96,-1,4,5
5,838,medium,6,23,243,-1,9,5
5,838,hard,9,53,501,-1,14,5
5,838,special,11,66,756,-1,22,5
5,839,basic,3,8,104,-1,4,5
5,839,medium,6,23,223,-1,8,5
5,839,hard,9,50,427,-1,12,5
5,839,special,10,56,578,-1,17,5
5,840,basic,2,5,65,-1,3,5
5,840,medium,6,21,147,-1,7,5
5,840,hard,8,43,372,-1,14,5
5,840,special,10,57,504,-1,14,5
5,841,basic,3,8,115,-1,5,5
5,841,medium,5,19,243,-1,9,5
5,841,hard,8,40,329,-1,12,5
5,841,special,9,51,389,-1,15,5
5,842,basic,3,8,147,-1,6,5
5,842,medium,5,17,257,-1,9,5
5,842,hard,8,41,387,-1,15,5
5,842,special,9,52,518,-1,15,5
5,843,basic,6,23,366,-1,14,5
5,843,medium,9,50,566,-1,16,5
5,843,hard,11,71,866,-1,25,5
5,843,special,12,87,1066,-1,31,5
5,844,basic,3,9,162,-1,7,5
5,844,medium,6,23,338,-1,12,5
5,844,hard,9,53,617,-1,17,5
5,844,special,11,68,861,-1,24,5
5,845,basic,4,11,170,-1,8,5
5,845,medium,7,25,261,-1,10,5
5,845,hard,9,53,482,-1,13,5
5,845,special,11,67,624,-1,18,5
5,846,basic,4,12,151,-1,7,5
5,846,medium,7,33,344,-1,13,5
5,846,hard,10,56,605,-1,17,5
5,846,special,11,68,681,-1,19,5
5,847,basic,5,15,231,-1,8,5
5,847,medium,8,36,354,-1,13,5
5,847,hard,10,60,560,-1,16,5
5,847,special,11,71,642,-1,18,5
5,848,basic,5,17,225,-1,8,5
5,848,medium,8,41,428,-1,12,5
5,848,hard,10,63,700,-1,20,5
5,848,special,12,77,914,-1,26,5
5,849,basic,6,22,302,-1,11,5
5,849,medium,9,48,592,-1,17,5
5,849,hard,11,69,838,-1,24,5
5,849,special,12,83,1055,-1,31,5
5,1,basic,3,-1,144,-1,-1,1
5,1,medium,5,-1,213,-1,-1,1
5,1,hard,9,-1,412,-1,-1,1
5,3,basic,3,-1,123,-1,-1,1
5,3,medium,5,-1,204,-1,-1,1
5,3,hard,7,-1,273,-1,-1,1
5,4,basic,2,-1,87,-1,-1,1
5,4,medium,4,-1,155,-1,-1,1
5,4,hard,6,-1,219,-1,-1,1
5,5,basic,3,-1,125,-1,-1,1
5,5,medium,5,-1,192,-1,-1,1
5,5,hard,7,-1,288,-1,-1,1
5,8,basic,1,-1,54,-1,-1,1
5,8,medium,3,-1,95,-1,-1,1
5,8,hard,5,-1,194,-1,-1,1
5,8,special,8,-1,268,-1,-1,4
5,10,basic,4,-1,220,-1,-1,1
5,10,medium,6,-1,331,-1,-1,1
5,10,hard,8,-1,428,-1,-1,1
5,11,basic,2,-1,110,-1,-1,1
5,11,medium,6,-1,239,-1,-1,1
5,11,hard,8,-1,382,-1,-1,1
5,27,basic,3,-1,183,-1,-1,1
5,27,medium,6,-1,276,-1,-1,1
5,27,hard,8,-1,362,-1,-1,1
5,28,basic,2,-1,157,-1,-1,1
5,28,medium,5,-1,223,-1,-1,1
5,28,hard,7,-1,279,-1,-1,1
5,54,basic,2,-1,98,-1,-1,1
5,54,medium,4,-1,180,-1,-1,1
5,54,hard,6,-1,241,-1,-1,1
5,55,basic,4,-1,221,-1,-1,1
5,55,medium,6,-1,287,-1,-1,1
5,55,hard,8,-1,334,-1,-1,1
5,66,basic,4,-1,290,-1,-1,1
5,66,medium,6,-1,328,-1,-1,1
5,66,hard,8,-1,414,-1,-1,1
5,72,basic,4,-1,208,-1,-1,2
5,72,medium,6,-1,316,-1,-1,2
5,72,hard,9,-1,461,-1,-1,2
5,73,basic,4,-1,218,-1,-1,2
5,73,medium,6,-1,328,-1,-1,2
5,73,hard,8,-1,433,-1,-1,2
5,79,basic,1,-1,58,-1,-1,2
5,79,medium,3,-1,102,-1,-1,2
5,79,hard,7,-1,264,-1,-1,2
5,103,basic,3,-1,176,-1,-1,1
5,103,medium,5,-1,248,-1,-1,1
5,103,hard,8,-1,354,-1,-1,1
5,112,basic,3,-1,121,-1,-1,2
5,112,medium,5,-1,278,-1,-1,2
5,112,hard,8,-1,403,-1,-1,2
5,124,basic,2,-1,97,-1,-1,2
5,124,medium,5,-1,206,-1,-1,2
5,124,hard,7,-1,334,-1,-1,2
5,128,basic,2,-1,134,-1,-1,2
5,128,medium,5,-1,260,-1,-1,2
5,128,hard,8,-1,381,-1,-1,2
5,129,basic,3,-1,164,-1,-1,2
5,129,medium,6,-1,205,-1,-1,2
5,129,hard,8,-1,301,-1,-1,2
5,169,basic,1,-1,58,-1,-1,5
5,169,medium,3,-1,102,-1,-1,5
5,169,hard,7,-1,264,-1,-1,5
5,170,basic,2,-1,95,-1,-1,3
5,170,medium,4,-1,136,-1,-1,3
5,170,hard,7,-1,307,-1,-1,3
5,171,basic,3,-1,125,-1,-1,3
5,171,medium,5,-1,207,-1,-1,3
5,171,hard,7,-1,292,-1,-1,3
5,173,basic,2,-1,89,-1,-1,3
5,173,medium,4,-1,148,-1,-1,3
5,173,hard,6,-1,217,-1,-1,3
5,174,basic,2,-1,90,-1,-1,3
5,174,medium,5,-1,149,-1,-1,3
5,174,hard,8,-1,303,-1,-1,3
5,175,basic,1,-1,66,-1,-1,3
5,175,medium,4,-1,117,-1,-1,3
5,175,hard,6,-1,246,-1,-1,3
5,176,basic,1,-1,60,-1,-1,3
5,176,medium,4,-1,124,-1,-1,3
5,176,hard,7,-1,206,-1,-1,3
5,178,basic,4,-1,145,-1,-1,3
5,178,medium,6,-1,267,-1,-1,3
5,178,hard,9,-1,415,-1,-1,3
5,180,basic,2,-1,69,-1,-1,3
5,180,medium,5,-1,165,-1,-1,3
5,180,hard,6,-1,259,-1,-1,3
5,183,basic,2,-1,68,-1,-1,3
5,183,medium,4,-1,112,-1,-1,3
5,183,hard,7,-1,292,-1,-1,3
5,186,basic,4,-1,126,-1,-1,3
5,186,medium,6,-1,225,-1,-1,3
5,186,hard,8,-1,460,-1,-1,3
5,187,basic,4,-1,105,-1,-1,3
5,187,medium,7,-1,237,-1,-1,3
5,187,hard,10,-1,504,-1,-1,3
5,207,basic,3,-1,132,-1,-1,3
5,207,medium,5,-1,237,-1,-1,3
5,207,hard,8,-1,382,-1,-1,3
5,470,basic,1,-1,41,-1,-1,4
5,470,medium,5,-1,183,-1,-1,4
5,470,hard,7,-1,257,-1,-1,4
5,471,basic,2,-1,77,-1,-1,4
5,471,medium,6,-1,224,-1,-1,4
5,471,hard,8,-1,301,-1,-1,4
5,472,basic,2,-1,80,-1,-1,4
5,472,medium,5,-1,153,-1,-1,4
5,472,hard,8,-1,320,-1,-1,4
5,473,basic,2,-1,72,-1,-1,4
5,473,medium,6,-1,232,-1,-1,4
5,473,hard,8,-1,283,-1,-1,4
5,474,basic,2,-1,86,-1,-1,4
5,474,medium,5,-1,154,-1,-1,4
5,474,hard,7,-1,276,-1,-1,4
5,475,basic,3,-1,108,-1,-1,4
5,475,medium,6,-1,204,-1,-1,4
5,475,hard,8,-1,315,-1,-1,4
5,476,basic,3,-1,104,-1,-1,4
5,476,medium,6,-1,237,-1,-1,4
5,476,hard,8,-1,347,-1,-1,4
5,477,basic,3,-1,101,-1,-1,4
5,477,medium,6,-1,193,-1,-1,4
5,477,hard,8,-1,303,-1,-1,4
5,478,basic,3,-1,110,-1,-1,4
5,478,medium,6,-1,274,-1,-1,4
5,478,hard,8,-1,340,-1,-1,4
5,479,basic,3,-1,101,-1,-1,4
5,479,medium,6,-1,245,-1,-1,4
5,479,hard,8,-1,328,-1,-1,4
5,480,basic,1,-1,49,-1,-1,4
5,480,medium,5,-1,160,-1,-1,4
5,480,hard,8,-1,351,-1,-1,4
5,481,basic,3,-1,121,-1,-1,4
5,481,medium,6,-1,279,-1,-1,4
5,481,hard,8,-1,381,-1,-1,4
5,482,basic,2,-1,73,-1,-1,4
5,482,medium,6,-1,209,-1,-1,4
5,482,hard,9,-1,379,-1,-1,4
5,483,basic,3,-1,76,-1,-1,4
5,483,medium,5,-1,182,-1,-1,4
5,483,hard,8,-1,289,-1,-1,4
5,484,basic,4,-1,158,-1,-1,4
5,484,medium,6,-1,313,-1,-1,4
5,484,hard,9,-1,424,-1,-1,4
5,485,basic,3,-1,97,-1,-1,4
5,485,medium,6,-1,221,-1,-1,4
5,485,hard,9,-1,388,-1,-1,4
5,486,basic,4,-1,158,-1,-1,4
5,486,medium,7,-1,283,-1,-1,4
5,486,hard,10,-1,544,-1,-1,4
5,487,basic,2,-1,67,-1,-1,4
5,487,medium,6,-1,232,-1,-1,4
5,487,hard,8,-1,340,-1,-1,4
5,488,basic,4,-1,142,-1,-1,4
5,488,medium,6,-1,236,-1,-1,4
5,488,hard,9,-1,453,-1,-1,4
5,489,basic,2,-1,89,-1,-1,4
5,489,medium,5,-1,184,-1,-1,4
5,489,hard,8,-1,401,-1,-1,4
5,490,basic,3,-1,121,-1,-1,4
5,490,medium,6,-1,278,-1,-1,4
5,490,hard,9,-1,417,-1,-1,4
5,491,basic,4,-1,162,-1,-1,4
5,491,medium,6,-1,353,-1,-1,4
5,491,hard,9,-1,521,-1,-1,4
5,540,basic,1,-1,47,-1,-1,4
5,540,medium,5,-1,171,-1,-1,4
5,540,hard,8,-1,281,-1,-1,4
5,541,basic,3,-1,136,-1,-1,4
5,541,medium,6,-1,248,-1,-1,4
5,541,hard,8,-1,376,-1,-1,4
5,542,basic,3,-1,109,-1,-1,4
5,542,medium,5,-1,228,-1,-1,4
5,542,hard,7,-1,262,-1,-1,4
5,543,basic,3,-1,95,-1,-1,4
5,543,medium,5,-1,193,-1,-1,4
5,543,hard,8,-1,314,-1,-1,4
5,544,basic,2,-1,84,-1,-1,4
5,544,medium,5,-1,162,-1,-1,4
5,544,hard,7,-1,256,-1,-1,4
4,0,basic,1,-1,66,-1,3,1
4,0,medium,5,-1,156,-1,7,1
4,0,hard,6,-1,243,-1,9,1
4,1,basic,3,-1,147,-1,7,1
4,1,medium,5,-1,213,-1,8,1
4,1,hard,9,-1,412,-1,11,1
4,2,basic,1,-1,59,-1,2,1
4,2,medium,4,-1,219,-1,8,1
4,2,hard,7,-1,319,-1,12,1
4,3,basic,3,-1,123,-1,5,1
4,3,medium,5,-1,204,-1,7,1
4,3,hard,7,-1,275,-1,10,1
4,4,basic,2,-1,87,-1,4,1
4,4,medium,4,-1,155,-1,7,1
4,4,hard,6,-1,219,-1,8,1
4,5,basic,3,-1,125,-1,6,1
4,5,medium,5,-1,192,-1,9,1
4,5,hard,7,-1,288,-1,11,1
4,6,basic,3,-1,185,-1,8,1
4,6,medium,6,-1,285,-1,11,1
4,6,hard,8,-1,324,-1,12,1
4,7,basic,2,-1,108,-1,5,1
4,7,medium,5,-1,187,-1,9,1
4,7,hard,9,-1,313,-1,12,1
4,8,basic,1,-1,54,-1,2,1
4,8,medium,3,-1,95,-1,4,1
4,8,hard,5,-1,194,-1,9,1
4,8,special,8,-1,268,-1,10,4
4,9,basic,3,-1,205,-1,7,1
4,9,medium,7,-1,401,-1,11,1
4,9,hard,10,-1,551,-1,16,2
4,10,basic,4,-1,220,-1,8,1
4,10,medium,6,-1,331,-1,12,1
4,10,hard,8,-1,428,-1,12,1
4,11,basic,2,-1,110,-1,5,1
4,11,medium,6,-1,242,-1,9,1
4,11,hard,8,-1,382,-1,14,1
4,12,basic,2,-1,107,-1,5,1
4,12,medium,5,-1,197,-1,9,1
4,12,hard,7,-1,254,-1,9,1
4,12,special,8,-1,363,-1,14,4
4,13,basic,2,-1,126,-1,6,1
4,13,medium,5,-1,237,-1,9,1
4,13,hard,7,-1,306,-1,11,1
4,14,basic,3,-1,147,-1,7,1
4,14,medium,5,-1,222,-1,8,1
4,14,hard,8,-1,305,-1,11,1
4,15,basic,3,-1,108,-1,5,1
4,15,medium,5,-1,194,-1,9,1
4,15,hard,7,-1,261,-1,10,1
4,16,basic,5,-1,333,-1,13,1
4,16,medium,8,-1,379,-1,14,1
4,16,hard,10,-1,484,-1,14,1
4,16,special,11,-1,658,-1,19,4
4,17,basic,3,-1,118,-1,5,1
4,17,medium,5,-1,186,-1,8,1
4,17,hard,8,-1,282,-1,10,1
4,18,basic,3,-1,130,-1,6,1
4,18,medium,5,-1,188,-1,9,1
4,18,hard,7,-1,280,-1,10,1
4,19,basic,4,-1,170,-1,8,1
4,19,medium,6,-1,216,-1,8,1
4,19,hard,8,-1,277,-1,10,1
4,20,basic,2,-1,98,-1,4,1
4,20,medium,5,-1,247,-1,9,1
4,20,hard,7,-1,367,-1,14,1
4,21,basic,2,-1,120,-1,5,1
4,21,medium,5,-1,189,-1,9,1
4,21,hard,7,-1,368,-1,14,1
4,22,basic,4,-1,200,-1,9,1
4,22,medium,8,-1,351,-1,13,1
4,22,hard,10,-1,396,-1,15,1
4,23,basic,4,-1,205,-1,8,1
4,23,medium,6,-1,255,-1,9,1
4,23,hard,8,-1,347,-1,13,1
4,24,basic,3,-1,161,-1,7,1
4,24,medium,6,-1,298,-1,11,1
4,24,hard,9,-1,361,-1,14,1
4,25,basic,5,-1,265,-1,10,1
4,25,medium,7,-1,347,-1,13,1
4,25,hard,10,-1,605,-1,17,1
4,25,special,11,-1,746,-1,21,4
4,26,basic,3,-1,183,-1,8,1
4,26,medium,6,-1,290,-1,11,1
4,26,hard,8,-1,419,-1,12,1
4,26,special,10,-1,621,-1,18,4
4,27,basic,3,-1,185,-1,8,1
4,27,medium,6,-1,276,-1,10,1
4,27,hard,8,-1,365,-1,14,1
4,28,basic,2,-1,157,-1,7,1
4,28,medium,5,-1,241,-1,9,1
4,28,hard,7,-1,309,-1,12,1
4,29,basic,2,-1,85,-1,4,1
4,29,medium,4,-1,154,-1,7,1
4,29,hard,6,-1,222,-1,8,1
4,30,basic,5,-1,234,-1,9,1
4,30,medium,8,-1,371,-1,14,1
4,30,hard,11,-1,603,-1,17,2
4,31,basic,3,-1,177,-1,8,1
4,31,medium,7,-1,283,-1,11,1
4,31,hard,9,-1,410,-1,12,1
4,31,special,10,-1,543,-1,16,4
4,32,basic,4,-1,207,-1,8,1
4,32,medium,6,-1,254,-1,9,1
4,32,hard,8,-1,384,-1,14,1
4,33,basic,4,-1,205,-1,7,1
4,33,medium,7,-1,351,-1,13,1
4,33,hard,9,-1,432,-1,12,1
4,34,basic,3,-1,161,-1,7,1
4,34,medium,5,-1,241,-1,9,1
4,34,hard,7,-1,338,-1,13,1
4,35,basic,4,-1,258,-1,10,1
4,35,medium,7,-1,319,-1,12,1
4,35,hard,9,-1,412,-1,12,1
4,36,basic,4,-1,278,-1,10,1
4,36,medium,7,-1,324,-1,12,1
4,36,hard,8,-1,386,-1,15,1
4,36,special,9,-1,482,-1,14,4
4,37,basic,4,-1,201,-1,7,1
4,37,medium,6,-1,343,-1,13,1
4,37,hard,11,-1,630,-1,18,1
4,37,special,11,-1,923,-1,27,4
4,38,basic,5,-1,282,-1,11,1
4,38,medium,7,-1,382,-1,15,1
4,38,hard,11,-1,676,-1,20,2
4,39,basic,2,-1,110,-1,5,4
4,39,medium,4,-1,158,-1,7,4
4,39,hard,7,-1,240,-1,9,4
4,40,basic,3,-1,174,-1,8,1
4,40,medium,6,-1,285,-1,11,1
4,40,hard,7,-1,379,-1,14,1
4,41,basic,2,-1,95,-1,4,1
4,41,medium,6,-1,265,-1,10,1
4,41,hard,8,-1,406,-1,11,1
4,42,basic,3,-1,160,-1,7,1
4,42,medium,6,-1,238,-1,9,1
4,42,hard,8,-1,337,-1,13,1
4,43,basic,1,-1,89,-1,4,4
4,43,medium,3,-1,167,-1,8,4
4,43,hard,5,-1,337,-1,13,4
4,43,special,9,-1,576,-1,16,4
4,44,basic,2,-1,116,-1,5,1
4,44,medium,5,-1,262,-1,10,1
4,44,hard,7,-1,346,-1,13,1
4,45,basic,3,-1,137,-1,6,1
4,45,medium,5,-1,270,-1,10,1
4,45,hard,8,-1,374,-1,14,1
4,46,basic,4,-1,183,-1,9,4
4,46,medium,8,-1,393,-1,14,4
4,46,hard,9,-1,467,-1,13,4
4,47,basic,3,-1,151,-1,7,1
4,47,medium,5,-1,264,-1,10,1
4,47,hard,7,-1,412,-1,11,1
4,48,basic,4,-1,214,-1,8,1
4,48,medium,7,-1,314,-1,12,1
4,48,hard,10,-1,500,-1,14,1
4,48,special,11,-1,777,-1,22,4
4,49,basic,3,-1,171,-1,8,1
4,49,medium,5,-1,244,-1,9,1
4,49,hard,8,-1,429,-1,12,1
4,50,basic,3,-1,138,-1,6,1
4,50,medium,5,-1,216,-1,7,1
4,50,hard,8,-1,312,-1,11,1
4,51,basic,3,-1,175,-1,8,1
4,51,medium,6,-1,327,-1,12,1
4,51,hard,9,-1,417,-1,12,1
4,52,basic,5,-1,304,-1,11,1
4,52,medium,7,-1,373,-1,14,1
4,52,hard,11,-1,713,-1,21,1
4,52,special,11,-1,845,-1,25,4
4,53,basic,2,-1,120,-1,5,1
4,53,medium,5,-1,239,-1,9,1
4,53,hard,8,-1,390,-1,15,1
4,54,basic,2,-1,98,-1,4,1
4,54,medium,4,-1,180,-1,8,1
4,54,hard,6,-1,241,-1,9,1
4,55,basic,4,-1,221,-1,8,1
4,55,medium,6,-1,288,-1,11,1
4,55,hard,8,-1,334,-1,12,1
4,56,basic,3,-1,135,-1,6,1
4,56,medium,6,-1,315,-1,12,1
4,56,hard,9,-1,420,-1,12,1
4,57,basic,4,-1,270,-1,10,1
4,57,medium,6,-1,340,-1,13,1
4,57,hard,9,-1,441,-1,12,1
4,58,basic,3,-1,144,-1,6,1
4,58,medium,7,-1,344,-1,13,1
4,58,hard,9,-1,478,-1,13,1
4,59,basic,3,-1,128,-1,6,1
4,59,medium,7,-1,307,-1,12,1
4,59,hard,9,-1,492,-1,14,1
4,60,basic,4,-1,312,-1,12,1
4,60,medium,8,-1,519,-1,15,1
4,60,hard,10,-1,698,-1,20,1
4,61,basic,3,-1,233,-1,8,1
4,61,medium,7,-1,400,-1,15,1
4,61,hard,9,-1,529,-1,15,1
4,62,basic,5,-1,338,-1,13,1
4,62,medium,8,-1,442,-1,12,1
4,62,hard,11,-1,748,-1,21,1
4,62,special,11,-1,1009,-1,29,4
4,63,basic,3,-1,213,-1,8,1
4,63,medium,6,-1,292,-1,11,1
4,63,hard,9,-1,522,-1,15,1
4,64,basic,4,-1,222,-1,8,1
4,64,medium,7,-1,419,-1,12,1
4,64,hard,10,-1,679,-1,19,1
4,64,special,11,-1,961,-1,28,4
4,65,basic,4,-1,274,-1,10,1
4,65,medium,7,-1,392,-1,15,1
4,65,hard,9,-1,514,-1,15,1
4,66,basic,4,-1,290,-1,11,1
4,66,medium,6,-1,328,-1,12,1
4,66,hard,8,-1,413,-1,12,1
4,67,basic,2,-1,102,-1,4,2
4,67,medium,4,-1,159,-1,7,2
4,67,hard,6,-1,248,-1,9,2
4,68,basic,2,-1,74,-1,3,2
4,68,medium,4,-1,190,-1,9,2
4,68,hard,7,-1,283,-1,11,2
4,69,basic,3,-1,156,-1,7,2
4,69,medium,5,-1,229,-1,8,2
4,69,hard,8,-1,311,-1,12,2
4,70,basic,3,-1,127,-1,5,2
4,70,medium,6,-1,245,-1,9,2
4,70,hard,8,-1,365,-1,14,2
4,71,basic,3,-1,162,-1,7,2
4,71,medium,5,-1,268,-1,10,2
4,71,hard,8,-1,337,-1,13,2
4,72,basic,4,-1,208,-1,8,2
4,72,medium,6,-1,316,-1,12,2
4,72,hard,9,-1,461,-1,13,2
4,73,basic,4,-1,218,-1,8,2
4,73,medium,6,-1,328,-1,12,2
